,Province/State,Country/Region,Lat,Long,ReportDate,ConfirmedCases,Deaths,US_State
6829,Unknown,Nigeria,9.082,8.6753,2020-02-17,0,0,
6830,Unknown,North Macedonia,41.6086,21.7453,2020-02-17,0,0,
6831,Unknown,Norway,60.472,8.4689,2020-02-17,0,0,
6832,Unknown,Oman,21.0,57.0,2020-02-17,0,0,
6833,Unknown,Pakistan,30.3753,69.3451,2020-02-17,0,0,
6834,Unknown,Panama,8.538,-80.7821,2020-02-17,0,0,
6835,Unknown,Papua New Guinea,-6.315,143.9555,2020-02-17,0,0,
6836,Unknown,Paraguay,-23.4425,-58.4438,2020-02-17,0,0,
6837,Unknown,Peru,-9.19,-75.0152,2020-02-17,0,0,
6838,Unknown,Philippines,13.0,122.0,2020-02-17,3,1,
6839,Unknown,Poland,51.9194,19.1451,2020-02-17,0,0,
6840,Unknown,Portugal,39.3999,-8.2245,2020-02-17,0,0,
6841,Unknown,Qatar,25.3548,51.1839,2020-02-17,0,0,
6842,Unknown,Romania,45.9432,24.9668,2020-02-17,0,0,
6843,Unknown,Russia,60.0,90.0,2020-02-17,2,0,
6844,Unknown,Rwanda,-1.9403,29.8739,2020-02-17,0,0,
6845,Unknown,Saint Lucia,13.9094,-60.9789,2020-02-17,0,0,
6846,Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-17,0,0,
6847,Unknown,San Marino,43.9424,12.4578,2020-02-17,0,0,
6848,Unknown,Saudi Arabia,24.0,45.0,2020-02-17,0,0,
6849,Unknown,Senegal,14.4974,-14.4524,2020-02-17,0,0,
6850,Unknown,Serbia,44.0165,21.0059,2020-02-17,0,0,
6851,Unknown,Seychelles,-4.6796,55.492,2020-02-17,0,0,
6852,Unknown,Singapore,1.2833,103.8333,2020-02-17,77,0,
6853,Unknown,Slovakia,48.669,19.699,2020-02-17,0,0,
6854,Unknown,Slovenia,46.1512,14.9955,2020-02-17,0,0,
6855,Unknown,Somalia,5.1521,46.1996,2020-02-17,0,0,
6856,Unknown,South Africa,-30.5595,22.9375,2020-02-17,0,0,
6857,Unknown,Spain,40.0,-4.0,2020-02-17,2,0,
6858,Unknown,Sri Lanka,7.0,81.0,2020-02-17,1,0,
6859,Unknown,Sudan,12.8628,30.2176,2020-02-17,0,0,
6860,Unknown,Suriname,3.9193,-56.0278,2020-02-17,0,0,
6861,Unknown,Sweden,63.0,16.0,2020-02-17,1,0,
6862,Unknown,Switzerland,46.8182,8.2275,2020-02-17,0,0,
6863,Unknown,Taiwan*,23.7,121.0,2020-02-17,22,1,
6864,Unknown,Tanzania,-6.369,34.8888,2020-02-17,0,0,
6865,Unknown,Thailand,15.0,101.0,2020-02-17,35,0,
6866,Unknown,Togo,8.6195,0.8248,2020-02-17,0,0,
6867,Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-02-17,0,0,
6868,Unknown,Tunisia,34.0,9.0,2020-02-17,0,0,
6869,Unknown,Turkey,38.9637,35.2433,2020-02-17,0,0,
6870,Unknown,Uganda,1.0,32.0,2020-02-17,0,0,
6871,Unknown,Ukraine,48.3794,31.1656,2020-02-17,0,0,
6872,Unknown,United Arab Emirates,24.0,54.0,2020-02-17,9,0,
6873,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-17,0,0,
6874,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-17,0,0,
6875,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-17,0,0,
6876,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-17,0,0,
6877,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-17,0,0,
6878,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-17,0,0,
6879,Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-02-17,9,0,
6880,Unknown,Uruguay,-32.5228,-55.7658,2020-02-17,0,0,
6881,Unknown,US,37.0902,-95.7129,2020-02-17,13,0,
6882,Unknown,Uzbekistan,41.3775,64.5853,2020-02-17,0,0,
6883,Unknown,Venezuela,6.4238,-66.5897,2020-02-17,0,0,
6884,Unknown,Vietnam,16.0,108.0,2020-02-17,16,0,
6885,Unknown,Zambia,-15.4167,28.2833,2020-02-17,0,0,
6886,Unknown,Zimbabwe,-20.0,30.0,2020-02-17,0,0,
6887,Diamond Princess,Canada,0.0,0.0,2020-02-17,0,0,
6888,Unknown,Dominica,15.415,-61.371,2020-02-17,0,0,
6889,Unknown,Grenada,12.1165,-61.678999999999995,2020-02-17,0,0,
6890,Unknown,Mozambique,-18.665695,35.529562,2020-02-17,0,0,
6891,Unknown,Syria,34.802075,38.99681500000001,2020-02-17,0,0,
6892,Unknown,Timor-Leste,-8.874217,125.727539,2020-02-17,0,0,
6893,Unknown,Belize,13.1939,-59.5432,2020-02-17,0,0,
6894,Recovered,Canada,0.0,0.0,2020-02-17,0,0,
6895,Unknown,Laos,19.856270000000002,102.495496,2020-02-17,0,0,
6896,Unknown,Libya,26.3351,17.228331,2020-02-17,0,0,
6897,Unknown,West Bank and Gaza,31.9522,35.2332,2020-02-17,0,0,
6898,Unknown,Guinea-Bissau,11.8037,-15.1804,2020-02-17,0,0,
6899,Unknown,Mali,17.570692,-3.996166000000001,2020-02-17,0,0,
6900,Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-17,0,0,
6901,Northwest Territories,Canada,64.8255,-124.8457,2020-02-17,0,0,
6902,Yukon,Canada,64.2823,-135.0,2020-02-17,0,0,
6903,Unknown,Kosovo,42.602636,20.902977,2020-02-17,0,0,
6904,Unknown,Burma,21.9162,95.956,2020-02-17,0,0,
6905,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-17,0,0,
6906,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-17,0,0,
6907,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-17,0,0,
6908,Unknown,MS Zaandam,0.0,0.0,2020-02-17,0,0,
6909,Unknown,Botswana,-22.3285,24.6849,2020-02-17,0,0,
6910,Unknown,Burundi,-3.3731,29.9189,2020-02-17,0,0,
6911,Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-02-17,0,0,
6912,Unknown,Afghanistan,33.0,65.0,2020-02-18,0,0,
6913,Unknown,Albania,41.1533,20.1683,2020-02-18,0,0,
6914,Unknown,Algeria,28.0339,1.6596,2020-02-18,0,0,
6915,Unknown,Andorra,42.5063,1.5218,2020-02-18,0,0,
6916,Unknown,Angola,-11.2027,17.8739,2020-02-18,0,0,
6917,Unknown,Antigua and Barbuda,17.0608,-61.7964,2020-02-18,0,0,
6918,Unknown,Argentina,-38.4161,-63.6167,2020-02-18,0,0,
6919,Unknown,Armenia,40.0691,45.0382,2020-02-18,0,0,
6920,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-18,0,0,
6921,New South Wales,Australia,-33.8688,151.2093,2020-02-18,4,0,
6922,Northern Territory,Australia,-12.4634,130.8456,2020-02-18,0,0,
6923,Queensland,Australia,-28.0167,153.4,2020-02-18,5,0,
6924,South Australia,Australia,-34.9285,138.6007,2020-02-18,2,0,
6925,Tasmania,Australia,-41.4545,145.9707,2020-02-18,0,0,
6926,Victoria,Australia,-37.8136,144.9631,2020-02-18,4,0,
6927,Western Australia,Australia,-31.9505,115.8605,2020-02-18,0,0,
6928,Unknown,Austria,47.5162,14.5501,2020-02-18,0,0,
6929,Unknown,Azerbaijan,40.1431,47.5769,2020-02-18,0,0,
6930,Unknown,Bahamas,25.0343,-77.3963,2020-02-18,0,0,
6931,Unknown,Bahrain,26.0275,50.55,2020-02-18,0,0,
6932,Unknown,Bangladesh,23.685,90.3563,2020-02-18,0,0,
6933,Unknown,Barbados,13.1939,-59.5432,2020-02-18,0,0,
6934,Unknown,Belarus,53.7098,27.9534,2020-02-18,0,0,
6935,Unknown,Belgium,50.8333,4.0,2020-02-18,1,0,
6936,Unknown,Benin,9.3077,2.3158,2020-02-18,0,0,
6937,Unknown,Bhutan,27.5142,90.4336,2020-02-18,0,0,
6938,Unknown,Bolivia,-16.2902,-63.5887,2020-02-18,0,0,
6939,Unknown,Bosnia and Herzegovina,43.9159,17.6791,2020-02-18,0,0,
6940,Unknown,Brazil,-14.235,-51.9253,2020-02-18,0,0,
6941,Unknown,Brunei,4.5353,114.7277,2020-02-18,0,0,
6942,Unknown,Bulgaria,42.7339,25.4858,2020-02-18,0,0,
6943,Unknown,Burkina Faso,12.2383,-1.5616,2020-02-18,0,0,
6944,Unknown,Cabo Verde,16.5388,-23.0418,2020-02-18,0,0,
6945,Unknown,Cambodia,11.55,104.9167,2020-02-18,1,0,
6946,Unknown,Cameroon,3.8480000000000003,11.5021,2020-02-18,0,0,
6947,Alberta,Canada,53.9333,-116.5765,2020-02-18,0,0,
6948,British Columbia,Canada,49.2827,-123.1207,2020-02-18,5,0,
6949,Grand Princess,Canada,37.6489,-122.6655,2020-02-18,0,0,
6950,Manitoba,Canada,53.7609,-98.8139,2020-02-18,0,0,
6951,New Brunswick,Canada,46.5653,-66.4619,2020-02-18,0,0,
6952,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-18,0,0,
6953,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-18,0,0,
6954,Ontario,Canada,51.2538,-85.3232,2020-02-18,3,0,
6955,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-18,0,0,
6956,Quebec,Canada,52.9399,-73.5491,2020-02-18,0,0,
6957,Saskatchewan,Canada,52.9399,-106.4509,2020-02-18,0,0,
6958,Unknown,Central African Republic,6.6111,20.9394,2020-02-18,0,0,
6959,Unknown,Chad,15.4542,18.7322,2020-02-18,0,0,
6960,Unknown,Chile,-35.6751,-71.543,2020-02-18,0,0,
6961,Anhui,China,31.8257,117.2264,2020-02-18,982,6,
6962,Beijing,China,40.1824,116.4142,2020-02-18,387,4,
6963,Chongqing,China,30.0572,107.874,2020-02-18,555,5,
6964,Fujian,China,26.0789,117.9874,2020-02-18,292,0,
6965,Gansu,China,37.8099,101.0583,2020-02-18,91,2,
6966,Guangdong,China,23.3417,113.4244,2020-02-18,1328,4,
6967,Guangxi,China,23.8298,108.7881,2020-02-18,242,2,
6968,Guizhou,China,26.8154,106.8748,2020-02-18,146,2,
6969,Hainan,China,19.1959,109.7453,2020-02-18,163,4,
6970,Hebei,China,39.549,116.1306,2020-02-18,306,4,
6971,Heilongjiang,China,47.861999999999995,127.7615,2020-02-18,464,11,
6972,Henan,China,33.882,113.61399999999999,2020-02-18,1257,19,
6973,Hong Kong,China,22.3,114.2,2020-02-18,62,1,
6974,Hubei,China,30.9756,112.2707,2020-02-18,61682,1921,
6975,Hunan,China,27.6104,111.7088,2020-02-18,1007,4,
6976,Inner Mongolia,China,44.0935,113.9448,2020-02-18,73,0,
6977,Jiangsu,China,32.9711,119.455,2020-02-18,629,0,
6978,Jiangxi,China,27.614,115.7221,2020-02-18,933,1,
6979,Jilin,China,43.6661,126.1923,2020-02-18,89,1,
6980,Liaoning,China,41.2956,122.6085,2020-02-18,121,1,
6981,Macau,China,22.1667,113.55,2020-02-18,10,0,
6982,Ningxia,China,37.2692,106.1655,2020-02-18,70,0,
6983,Qinghai,China,35.7452,95.9956,2020-02-18,18,0,
6984,Shaanxi,China,35.1917,108.8701,2020-02-18,240,0,
6985,Shandong,China,36.3427,118.1498,2020-02-18,543,3,
6986,Shanghai,China,31.201999999999998,121.4491,2020-02-18,333,1,
6987,Shanxi,China,37.5777,112.2922,2020-02-18,131,0,
6988,Sichuan,China,30.6171,102.7103,2020-02-18,508,3,
6989,Tianjin,China,39.3054,117.323,2020-02-18,128,3,
6990,Tibet,China,31.6927,88.0924,2020-02-18,1,0,
6991,Xinjiang,China,41.1129,85.2401,2020-02-18,76,1,
6992,Yunnan,China,24.974,101.48700000000001,2020-02-18,172,0,
6993,Zhejiang,China,29.1832,120.0934,2020-02-18,1172,0,
6994,Unknown,Colombia,4.5709,-74.2973,2020-02-18,0,0,
6995,Unknown,Congo (Brazzaville),-4.0383,21.7587,2020-02-18,0,0,
6996,Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-02-18,0,0,
6997,Unknown,Costa Rica,9.7489,-83.7534,2020-02-18,0,0,
6998,Unknown,Cote d'Ivoire,7.54,-5.5471,2020-02-18,0,0,
6999,Unknown,Croatia,45.1,15.2,2020-02-18,0,0,
7000,Unknown,Diamond Princess,0.0,0.0,2020-02-18,542,0,
7001,Unknown,Cuba,22.0,-80.0,2020-02-18,0,0,
7002,Unknown,Cyprus,35.1264,33.4299,2020-02-18,0,0,
7003,Unknown,Czechia,49.8175,15.472999999999999,2020-02-18,0,0,
7004,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-18,0,0,
7005,Greenland,Denmark,71.7069,-42.6043,2020-02-18,0,0,
7006,Unknown,Denmark,56.2639,9.5018,2020-02-18,0,0,
7007,Unknown,Djibouti,11.8251,42.5903,2020-02-18,0,0,
7008,Unknown,Dominican Republic,18.7357,-70.1627,2020-02-18,0,0,
7009,Unknown,Ecuador,-1.8312,-78.1834,2020-02-18,0,0,
7010,Unknown,Egypt,26.0,30.0,2020-02-18,1,0,
7011,Unknown,El Salvador,13.7942,-88.8965,2020-02-18,0,0,
7012,Unknown,Equatorial Guinea,1.5,10.0,2020-02-18,0,0,
7013,Unknown,Eritrea,15.1794,39.7823,2020-02-18,0,0,
7014,Unknown,Estonia,58.5953,25.0136,2020-02-18,0,0,
7015,Unknown,Eswatini,-26.5225,31.4659,2020-02-18,0,0,
7016,Unknown,Ethiopia,9.145,40.4897,2020-02-18,0,0,
7017,Unknown,Fiji,-17.7134,178.065,2020-02-18,0,0,
7018,Unknown,Finland,64.0,26.0,2020-02-18,1,0,
7019,French Guiana,France,3.9339,-53.1258,2020-02-18,0,0,
7020,French Polynesia,France,-17.6797,149.4068,2020-02-18,0,0,
7021,Guadeloupe,France,16.25,-61.5833,2020-02-18,0,0,
7022,Mayotte,France,-12.8275,45.1662,2020-02-18,0,0,
7023,New Caledonia,France,-20.9043,165.618,2020-02-18,0,0,
7024,Reunion,France,-21.1351,55.2471,2020-02-18,0,0,
7025,Saint Barthelemy,France,17.9,-62.8333,2020-02-18,0,0,
7026,St Martin,France,18.0708,-63.0501,2020-02-18,0,0,
7027,Martinique,France,14.6415,-61.0242,2020-02-18,0,0,
7028,Unknown,France,46.2276,2.2137,2020-02-18,12,1,
7029,Unknown,Gabon,-0.8037,11.6094,2020-02-18,0,0,
7030,Unknown,Gambia,13.4432,-15.3101,2020-02-18,0,0,
7031,Unknown,Georgia,42.3154,43.3569,2020-02-18,0,0,
7032,Unknown,Germany,51.0,9.0,2020-02-18,16,0,
7033,Unknown,Ghana,7.9465,-1.0232,2020-02-18,0,0,
7034,Unknown,Greece,39.0742,21.8243,2020-02-18,0,0,
7035,Unknown,Guatemala,15.7835,-90.2308,2020-02-18,0,0,
7036,Unknown,Guinea,9.9456,-9.6966,2020-02-18,0,0,
7037,Unknown,Guyana,5.0,-58.75,2020-02-18,0,0,
7038,Unknown,Haiti,18.9712,-72.2852,2020-02-18,0,0,
7039,Unknown,Holy See,41.9029,12.4534,2020-02-18,0,0,
7040,Unknown,Honduras,15.2,-86.2419,2020-02-18,0,0,
7041,Unknown,Hungary,47.1625,19.5033,2020-02-18,0,0,
7042,Unknown,Iceland,64.9631,-19.0208,2020-02-18,0,0,
7043,Unknown,India,21.0,78.0,2020-02-18,3,0,
7044,Unknown,Indonesia,-0.7893,113.9213,2020-02-18,0,0,
7045,Unknown,Iran,32.0,53.0,2020-02-18,0,0,
7046,Unknown,Iraq,33.0,44.0,2020-02-18,0,0,
7047,Unknown,Ireland,53.1424,-7.6921,2020-02-18,0,0,
7048,Unknown,Israel,31.0,35.0,2020-02-18,0,0,
7049,Unknown,Italy,43.0,12.0,2020-02-18,3,0,
7050,Unknown,Jamaica,18.1096,-77.2975,2020-02-18,0,0,
7051,Unknown,Japan,36.0,138.0,2020-02-18,74,1,
7052,Unknown,Jordan,31.24,36.51,2020-02-18,0,0,
7053,Unknown,Kazakhstan,48.0196,66.9237,2020-02-18,0,0,
7054,Unknown,Kenya,-0.0236,37.9062,2020-02-18,0,0,
7055,Unknown,"Korea, South",36.0,128.0,2020-02-18,31,0,
7056,Unknown,Kuwait,29.5,47.75,2020-02-18,0,0,
7057,Unknown,Kyrgyzstan,41.2044,74.7661,2020-02-18,0,0,
7058,Unknown,Latvia,56.8796,24.6032,2020-02-18,0,0,
7059,Unknown,Lebanon,33.8547,35.8623,2020-02-18,0,0,
7060,Unknown,Liberia,6.4281,-9.4295,2020-02-18,0,0,
7061,Unknown,Liechtenstein,47.14,9.55,2020-02-18,0,0,
7062,Unknown,Lithuania,55.1694,23.8813,2020-02-18,0,0,
7063,Unknown,Luxembourg,49.8153,6.1296,2020-02-18,0,0,
7064,Unknown,Madagascar,-18.7669,46.8691,2020-02-18,0,0,
7065,Unknown,Malaysia,2.5,112.5,2020-02-18,22,0,
7066,Unknown,Maldives,3.2028,73.2207,2020-02-18,0,0,
7067,Unknown,Malta,35.9375,14.3754,2020-02-18,0,0,
7068,Unknown,Mauritania,21.0079,10.9408,2020-02-18,0,0,
7069,Unknown,Mauritius,-20.2,57.5,2020-02-18,0,0,
7070,Unknown,Mexico,23.6345,-102.5528,2020-02-18,0,0,
7071,Unknown,Moldova,47.4116,28.3699,2020-02-18,0,0,
7072,Unknown,Monaco,43.7333,7.4167,2020-02-18,0,0,
7073,Unknown,Mongolia,46.8625,103.8467,2020-02-18,0,0,
7074,Unknown,Montenegro,42.5,19.3,2020-02-18,0,0,
7075,Unknown,Morocco,31.7917,-7.0926,2020-02-18,0,0,
7076,Unknown,Namibia,-22.9576,18.4904,2020-02-18,0,0,
7077,Unknown,Nepal,28.1667,84.25,2020-02-18,1,0,
7078,Aruba,Netherlands,12.5186,-70.0358,2020-02-18,0,0,
7079,Curacao,Netherlands,12.1696,-68.99,2020-02-18,0,0,
7080,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-18,0,0,
7081,Unknown,Netherlands,52.1326,5.2913,2020-02-18,0,0,
7082,Unknown,New Zealand,-40.9006,174.886,2020-02-18,0,0,
7083,Unknown,Nicaragua,12.8654,-85.2072,2020-02-18,0,0,
7084,Unknown,Niger,17.6078,8.0817,2020-02-18,0,0,
7085,Unknown,Nigeria,9.082,8.6753,2020-02-18,0,0,
7086,Unknown,North Macedonia,41.6086,21.7453,2020-02-18,0,0,
7087,Unknown,Norway,60.472,8.4689,2020-02-18,0,0,
7088,Unknown,Oman,21.0,57.0,2020-02-18,0,0,
7089,Unknown,Pakistan,30.3753,69.3451,2020-02-18,0,0,
7090,Unknown,Panama,8.538,-80.7821,2020-02-18,0,0,
7091,Unknown,Papua New Guinea,-6.315,143.9555,2020-02-18,0,0,
7092,Unknown,Paraguay,-23.4425,-58.4438,2020-02-18,0,0,
7093,Unknown,Peru,-9.19,-75.0152,2020-02-18,0,0,
7094,Unknown,Philippines,13.0,122.0,2020-02-18,3,1,
7095,Unknown,Poland,51.9194,19.1451,2020-02-18,0,0,
7096,Unknown,Portugal,39.3999,-8.2245,2020-02-18,0,0,
7097,Unknown,Qatar,25.3548,51.1839,2020-02-18,0,0,
7098,Unknown,Romania,45.9432,24.9668,2020-02-18,0,0,
7099,Unknown,Russia,60.0,90.0,2020-02-18,2,0,
7100,Unknown,Rwanda,-1.9403,29.8739,2020-02-18,0,0,
7101,Unknown,Saint Lucia,13.9094,-60.9789,2020-02-18,0,0,
7102,Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-18,0,0,
7103,Unknown,San Marino,43.9424,12.4578,2020-02-18,0,0,
7104,Unknown,Saudi Arabia,24.0,45.0,2020-02-18,0,0,
7105,Unknown,Senegal,14.4974,-14.4524,2020-02-18,0,0,
7106,Unknown,Serbia,44.0165,21.0059,2020-02-18,0,0,
7107,Unknown,Seychelles,-4.6796,55.492,2020-02-18,0,0,
7108,Unknown,Singapore,1.2833,103.8333,2020-02-18,81,0,
7109,Unknown,Slovakia,48.669,19.699,2020-02-18,0,0,
7110,Unknown,Slovenia,46.1512,14.9955,2020-02-18,0,0,
7111,Unknown,Somalia,5.1521,46.1996,2020-02-18,0,0,
7112,Unknown,South Africa,-30.5595,22.9375,2020-02-18,0,0,
7113,Unknown,Spain,40.0,-4.0,2020-02-18,2,0,
7114,Unknown,Sri Lanka,7.0,81.0,2020-02-18,1,0,
7115,Unknown,Sudan,12.8628,30.2176,2020-02-18,0,0,
7116,Unknown,Suriname,3.9193,-56.0278,2020-02-18,0,0,
7117,Unknown,Sweden,63.0,16.0,2020-02-18,1,0,
7118,Unknown,Switzerland,46.8182,8.2275,2020-02-18,0,0,
7119,Unknown,Taiwan*,23.7,121.0,2020-02-18,22,1,
7120,Unknown,Tanzania,-6.369,34.8888,2020-02-18,0,0,
7121,Unknown,Thailand,15.0,101.0,2020-02-18,35,0,
7122,Unknown,Togo,8.6195,0.8248,2020-02-18,0,0,
7123,Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-02-18,0,0,
7124,Unknown,Tunisia,34.0,9.0,2020-02-18,0,0,
7125,Unknown,Turkey,38.9637,35.2433,2020-02-18,0,0,
7126,Unknown,Uganda,1.0,32.0,2020-02-18,0,0,
7127,Unknown,Ukraine,48.3794,31.1656,2020-02-18,0,0,
7128,Unknown,United Arab Emirates,24.0,54.0,2020-02-18,9,0,
7129,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-18,0,0,
7130,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-18,0,0,
7131,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-18,0,0,
7132,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-18,0,0,
7133,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-18,0,0,
7134,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-18,0,0,
7135,Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-02-18,9,0,
7136,Unknown,Uruguay,-32.5228,-55.7658,2020-02-18,0,0,
7137,Unknown,US,37.0902,-95.7129,2020-02-18,13,0,
7138,Unknown,Uzbekistan,41.3775,64.5853,2020-02-18,0,0,
7139,Unknown,Venezuela,6.4238,-66.5897,2020-02-18,0,0,
7140,Unknown,Vietnam,16.0,108.0,2020-02-18,16,0,
7141,Unknown,Zambia,-15.4167,28.2833,2020-02-18,0,0,
7142,Unknown,Zimbabwe,-20.0,30.0,2020-02-18,0,0,
7143,Diamond Princess,Canada,0.0,0.0,2020-02-18,0,0,
7144,Unknown,Dominica,15.415,-61.371,2020-02-18,0,0,
7145,Unknown,Grenada,12.1165,-61.678999999999995,2020-02-18,0,0,
7146,Unknown,Mozambique,-18.665695,35.529562,2020-02-18,0,0,
7147,Unknown,Syria,34.802075,38.99681500000001,2020-02-18,0,0,
7148,Unknown,Timor-Leste,-8.874217,125.727539,2020-02-18,0,0,
7149,Unknown,Belize,13.1939,-59.5432,2020-02-18,0,0,
7150,Recovered,Canada,0.0,0.0,2020-02-18,0,0,
7151,Unknown,Laos,19.856270000000002,102.495496,2020-02-18,0,0,
7152,Unknown,Libya,26.3351,17.228331,2020-02-18,0,0,
7153,Unknown,West Bank and Gaza,31.9522,35.2332,2020-02-18,0,0,
7154,Unknown,Guinea-Bissau,11.8037,-15.1804,2020-02-18,0,0,
7155,Unknown,Mali,17.570692,-3.996166000000001,2020-02-18,0,0,
7156,Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-18,0,0,
7157,Northwest Territories,Canada,64.8255,-124.8457,2020-02-18,0,0,
7158,Yukon,Canada,64.2823,-135.0,2020-02-18,0,0,
7159,Unknown,Kosovo,42.602636,20.902977,2020-02-18,0,0,
7160,Unknown,Burma,21.9162,95.956,2020-02-18,0,0,
7161,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-18,0,0,
7162,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-18,0,0,
7163,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-18,0,0,
7164,Unknown,MS Zaandam,0.0,0.0,2020-02-18,0,0,
7165,Unknown,Botswana,-22.3285,24.6849,2020-02-18,0,0,
7166,Unknown,Burundi,-3.3731,29.9189,2020-02-18,0,0,
7167,Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-02-18,0,0,
7168,Unknown,Afghanistan,33.0,65.0,2020-02-19,0,0,
7169,Unknown,Albania,41.1533,20.1683,2020-02-19,0,0,
7170,Unknown,Algeria,28.0339,1.6596,2020-02-19,0,0,
7171,Unknown,Andorra,42.5063,1.5218,2020-02-19,0,0,
7172,Unknown,Angola,-11.2027,17.8739,2020-02-19,0,0,
7173,Unknown,Antigua and Barbuda,17.0608,-61.7964,2020-02-19,0,0,
7174,Unknown,Argentina,-38.4161,-63.6167,2020-02-19,0,0,
7175,Unknown,Armenia,40.0691,45.0382,2020-02-19,0,0,
7176,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-19,0,0,
7177,New South Wales,Australia,-33.8688,151.2093,2020-02-19,4,0,
7178,Northern Territory,Australia,-12.4634,130.8456,2020-02-19,0,0,
7179,Queensland,Australia,-28.0167,153.4,2020-02-19,5,0,
7180,South Australia,Australia,-34.9285,138.6007,2020-02-19,2,0,
7181,Tasmania,Australia,-41.4545,145.9707,2020-02-19,0,0,
7182,Victoria,Australia,-37.8136,144.9631,2020-02-19,4,0,
7183,Western Australia,Australia,-31.9505,115.8605,2020-02-19,0,0,
7184,Unknown,Austria,47.5162,14.5501,2020-02-19,0,0,
7185,Unknown,Azerbaijan,40.1431,47.5769,2020-02-19,0,0,
7186,Unknown,Bahamas,25.0343,-77.3963,2020-02-19,0,0,
7187,Unknown,Bahrain,26.0275,50.55,2020-02-19,0,0,
7188,Unknown,Bangladesh,23.685,90.3563,2020-02-19,0,0,
7189,Unknown,Barbados,13.1939,-59.5432,2020-02-19,0,0,
7190,Unknown,Belarus,53.7098,27.9534,2020-02-19,0,0,
7191,Unknown,Belgium,50.8333,4.0,2020-02-19,1,0,
7192,Unknown,Benin,9.3077,2.3158,2020-02-19,0,0,
7193,Unknown,Bhutan,27.5142,90.4336,2020-02-19,0,0,
7194,Unknown,Bolivia,-16.2902,-63.5887,2020-02-19,0,0,
7195,Unknown,Bosnia and Herzegovina,43.9159,17.6791,2020-02-19,0,0,
7196,Unknown,Brazil,-14.235,-51.9253,2020-02-19,0,0,
7197,Unknown,Brunei,4.5353,114.7277,2020-02-19,0,0,
7198,Unknown,Bulgaria,42.7339,25.4858,2020-02-19,0,0,
7199,Unknown,Burkina Faso,12.2383,-1.5616,2020-02-19,0,0,
7200,Unknown,Cabo Verde,16.5388,-23.0418,2020-02-19,0,0,
7201,Unknown,Cambodia,11.55,104.9167,2020-02-19,1,0,
7202,Unknown,Cameroon,3.8480000000000003,11.5021,2020-02-19,0,0,
7203,Alberta,Canada,53.9333,-116.5765,2020-02-19,0,0,
7204,British Columbia,Canada,49.2827,-123.1207,2020-02-19,5,0,
7205,Grand Princess,Canada,37.6489,-122.6655,2020-02-19,0,0,
7206,Manitoba,Canada,53.7609,-98.8139,2020-02-19,0,0,
7207,New Brunswick,Canada,46.5653,-66.4619,2020-02-19,0,0,
7208,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-19,0,0,
7209,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-19,0,0,
7210,Ontario,Canada,51.2538,-85.3232,2020-02-19,3,0,
7211,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-19,0,0,
7212,Quebec,Canada,52.9399,-73.5491,2020-02-19,0,0,
7213,Saskatchewan,Canada,52.9399,-106.4509,2020-02-19,0,0,
7214,Unknown,Central African Republic,6.6111,20.9394,2020-02-19,0,0,
7215,Unknown,Chad,15.4542,18.7322,2020-02-19,0,0,
